N,P,K,temperature,humidity,ph,rainfall,label
117.19,9.46,50.08,26.62,91.07,6.56,31.69,muskmelon
17.43,13.0,14.94,22.29,97.18,7.17,113.64,orange
85.16,48.77,9.74,25.99,61.05,5.52,72.16,maize
97.6,88.18,64.56,29.06,74.36,6.12,122.01,banana
65.47,53.78,51.19,24.35,83.36,7.19,200.43,jute
95.73,28.11,26.11,28.3,57.04,6.43,142.1,coffee
33.85,58.44,15.33,32.36,65.1,7.01,66.35,blackgram
27.0,50.79,14.29,28.96,43.08,6.42,53.79,mothbeans
87.02,10.04,42.96,27.65,92.31,6.29,10.0,muskmelon
43.05,72.87,27.49,30.34,60.99,6.88,71.58,blackgram
30.9,141.36,206.26,21.05,84.28,5.64,89.0,grapes
16.8,116.55,208.6,28.48,84.9,6.46,62.19,grapes
128.18,60.83,4.37,24.22,71.32,7.88,70.64,cotton
21.28,150.14,203.98,22.05,85.53,5.32,53.78,grapes
37.37,60.25,17.58,34.97,39.68,5.47,144.12,pigeonpeas
11.26,22.27,6.94,16.61,92.71,6.9,93.36,orange
14.24,33.01,19.45,27.74,58.48,7.37,48.81,mothbeans
17.89,28.95,33.48,33.42,49.81,6.62,113.16,mango
67.63,47.1,40.16,23.76,78.52,6.61,195.25,jute
18.38,28.31,25.05,32.41,49.38,5.66,87.77,mango
16.73,76.99,19.23,25.98,79.13,7.42,47.4,lentil
21.57,35.06,15.83,25.25,65.4,6.56,71.37,mothbeans
3.16,49.27,16.63,26.34,89.18,7.29,43.91,mungbean
34.93,60.46,45.16,34.26,89.34,6.39,94.47,papaya
20.25,20.93,15.96,21.1,92.8,7.67,78.14,orange
95.37,60.95,51.38,23.23,80.21,6.33,95.46,banana
22.57,11.2,20.47,26.58,93.04,5.74,180.57,coconut
13.52,19.94,27.46,30.02,45.7,6.03,96.58,mango
52.92,59.51,26.89,29.63,63.72,8.35,52.17,blackgram
99.7,49.97,28.25,18.54,67.14,6.74,87.47,maize
103.72,22.53,48.03,25.32,93.84,6.63,25.72,muskmelon
42.19,62.54,17.8,30.1,73.32,6.12,62.47,blackgram
86.88,58.88,46.71,26.0,84.35,6.01,161.95,jute
81.63,93.77,44.16,24.83,80.12,5.58,134.67,banana
17.32,9.1,11.65,23.58,84.83,6.67,99.63,orange
25.62,82.42,20.31,21.47,45.52,7.24,33.78,lentil
66.48,47.65,21.87,27.65,57.01,6.79,78.58,maize
25.37,25.28,19.95,28.47,83.33,7.35,54.33,mungbean
135.14,39.34,17.28,28.62,76.48,7.2,91.24,cotton
117.83,50.35,15.03,22.49,82.44,7.85,100.07,cotton
104.12,31.9,33.99,26.55,55.05,6.61,120.15,coffee
14.91,38.22,20.6,29.44,93.98,6.45,40.54,mungbean
30.79,77.96,16.25,16.04,19.78,5.3,103.73,kidneybeans
34.38,64.91,62.17,16.58,20.82,8.11,55.31,chickpea
30.54,57.22,25.51,26.62,78.52,6.39,50.94,mungbean
16.78,8.52,35.09,22.17,92.33,6.39,131.14,pomegranate
17.83,57.58,22.42,23.01,60.85,7.33,46.44,lentil
16.81,91.88,20.08,23.18,58.31,7.45,59.01,lentil
67.73,67.92,29.94,21.57,87.79,6.8,259.96,rice
106.63,14.5,35.01,23.65,87.03,7.01,27.42,watermelon
67.57,58.94,28.74,21.79,78.05,6.78,214.81,jute
16.24,15.42,32.19,19.71,93.86,7.18,127.21,pomegranate
30.21,68.35,14.19,20.56,73.72,6.61,46.66,lentil
34.76,59.36,24.26,26.87,70.16,6.91,38.36,blackgram
27.3,148.99,210.65,25.92,88.79,6.17,79.69,grapes
27.71,26.66,30.85,31.95,59.37,4.97,106.69,mango
70.99,44.08,33.98,27.7,81.93,5.87,267.9,rice
66.66,48.32,31.99,23.68,84.89,6.72,128.01,jute
75.62,76.43,50.33,29.27,81.6,6.06,82.45,banana
123.63,47.7,21.73,27.35,79.81,7.2,121.03,cotton
78.81,50.44,37.92,23.25,86.74,7.66,178.58,jute
21.18,61.51,79.93,19.48,10.86,7.93,62.68,chickpea
17.11,14.25,34.9,26.31,97.24,5.5,143.7,coconut
14.77,49.03,17.25,28.56,94.05,7.0,55.63,mungbean
27.84,83.49,26.42,24.08,51.61,5.02,172.9,pigeonpeas
95.36,86.05,49.65,25.29,85.16,5.93,145.97,banana
95.34,88.1,49.6,28.59,85.4,6.43,114.41,banana
15.21,80.43,26.37,23.0,50.65,6.62,37.0,lentil
18.98,57.29,24.78,28.05,79.15,7.02,48.29,mungbean
51.8,65.1,49.72,32.26,90.78,6.46,164.69,papaya
26.72,74.18,22.63,20.06,25.04,6.0,97.92,kidneybeans
123.1,9.64,55.87,23.28,83.32,6.34,32.95,watermelon
25.89,16.21,31.99,25.59,99.22,7.04,168.04,coconut
24.7,87.24,11.82,20.57,17.03,5.91,105.38,kidneybeans
77.42,46.27,27.07,24.96,52.39,7.04,126.4,maize
10.68,18.58,29.5,35.51,48.38,5.71,66.16,mango
13.17,128.3,191.67,21.04,84.97,6.27,88.14,grapes
16.86,47.12,33.02,23.73,34.48,7.27,36.43,mothbeans
53.29,69.18,46.3,35.15,95.33,7.13,128.5,papaya
24.34,18.1,10.48,23.99,90.36,6.43,120.84,orange
84.66,61.75,48.58,23.68,81.9,5.9,234.26,rice
23.96,16.77,33.97,24.74,94.59,5.95,180.79,coconut
40.84,56.31,24.74,35.97,64.86,7.35,69.27,blackgram
18.28,56.97,23.92,24.55,61.64,5.95,67.67,lentil
96.11,8.49,52.99,25.79,85.32,6.39,40.61,watermelon
16.67,29.57,40.34,34.28,34.62,6.09,91.44,mango
24.74,26.87,19.39,36.99,63.97,6.16,79.94,mango
32.35,42.12,27.66,28.35,35.93,5.15,217.06,pigeonpeas
28.43,16.31,47.38,18.15,86.37,4.99,141.46,pomegranate
18.61,55.09,16.49,25.75,83.67,6.11,75.31,mungbean
13.59,66.69,14.91,21.72,10.28,5.52,111.02,kidneybeans
15.89,39.85,13.6,34.37,66.31,7.95,25.54,mothbeans
29.11,17.28,27.03,27.8,99.12,6.27,188.69,coconut
21.85,72.84,31.86,15.31,30.7,5.75,87.02,kidneybeans
87.1,37.81,55.5,22.43,80.39,6.81,185.77,rice
4.28,45.3,18.41,26.8,84.31,6.83,45.75,mungbean
74.98,42.25,33.47,27.53,84.02,5.77,271.71,rice
25.61,22.3,53.95,19.41,93.83,6.34,132.67,pomegranate
88.33,42.94,31.95,21.64,85.26,6.32,166.86,jute
19.57,51.74,3.96,24.89,66.12,6.76,44.41,lentil
19.86,51.39,26.18,30.62,41.57,7.29,48.71,mothbeans
16.69,61.52,25.0,22.58,50.21,6.53,129.47,pigeonpeas
7.6,17.23,31.7,23.71,93.14,5.86,92.68,pomegranate
20.82,51.22,19.93,25.56,61.23,6.94,50.35,mothbeans
38.71,58.48,14.45,26.06,62.82,7.72,55.92,blackgram
52.61,66.92,45.42,31.72,96.98,7.09,164.77,papaya
69.88,39.47,24.38,28.17,58.3,7.03,147.78,coffee
93.24,84.94,42.27,26.88,73.94,6.22,140.3,banana
17.92,21.98,35.37,32.85,51.35,6.14,94.25,mango
39.09,70.32,80.9,21.13,13.82,7.56,74.81,chickpea
90.39,20.98,55.24,28.58,95.95,6.18,23.13,muskmelon
18.39,28.0,36.36,28.61,41.9,4.83,84.02,mango
32.89,63.16,16.53,32.06,61.97,8.14,74.46,blackgram
86.12,17.58,49.76,28.64,92.35,6.55,21.89,muskmelon
24.35,49.24,26.38,28.01,61.85,6.07,194.05,pigeonpeas
100.51,56.5,17.21,21.95,62.43,7.34,96.46,maize
24.86,16.9,9.8,21.24,91.37,7.24,115.51,orange
17.66,11.73,50.7,26.04,86.46,6.49,94.39,pomegranate
15.92,13.78,10.29,20.31,87.73,7.09,126.1,orange
19.0,74.86,6.08,25.34,59.89,7.73,55.35,lentil
92.6,11.87,46.33,24.71,83.06,6.39,50.01,watermelon
26.17,23.28,32.25,28.89,80.34,6.78,50.64,mungbean
27.63,12.89,23.0,33.57,96.35,5.79,196.73,coconut
10.89,51.86,8.3,21.85,89.44,6.95,47.14,mungbean
25.92,8.36,43.71,24.55,97.07,5.5,159.53,coconut
12.01,50.43,7.51,29.66,47.52,7.95,34.51,mothbeans
16.11,47.07,18.56,31.35,54.86,6.36,87.81,mothbeans
56.82,69.42,54.41,36.79,96.91,6.88,124.04,papaya
21.25,20.34,31.96,27.18,93.66,5.32,223.45,coconut
91.28,54.91,30.91,26.81,74.99,6.69,322.62,rice
94.63,56.2,24.06,26.2,74.35,6.99,104.46,maize
102.51,17.57,56.95,25.07,80.11,6.19,15.31,watermelon
15.72,125.77,215.76,20.51,80.57,6.48,65.5,grapes
107.13,10.38,22.12,20.63,59.4,6.9,167.08,coffee
26.93,18.65,34.56,23.87,92.65,5.78,115.63,pomegranate
14.05,29.08,51.6,21.77,89.95,7.02,129.9,pomegranate
37.54,58.57,100.71,18.47,16.62,7.58,80.87,chickpea
100.96,60.19,18.29,27.47,66.19,6.13,66.6,maize
16.94,27.48,31.93,29.02,55.78,5.84,60.69,mango
8.23,24.5,28.97,23.69,88.53,6.82,81.35,pomegranate
20.01,36.36,19.94,22.93,78.28,7.04,57.06,mungbean
122.85,48.82,22.26,24.54,79.74,7.5,53.75,cotton
16.28,53.99,20.15,23.37,85.99,7.8,55.39,mungbean
86.37,48.76,24.31,20.24,66.35,5.59,81.66,maize
26.11,63.71,23.62,18.37,20.02,5.72,84.96,kidneybeans
21.42,56.39,15.7,21.86,57.78,4.54,196.14,pigeonpeas
84.72,42.53,44.01,23.56,87.33,6.84,159.5,jute
111.83,24.09,29.2,23.25,53.61,6.91,147.46,coffee
111.6,43.52,20.24,21.71,76.17,6.19,61.54,cotton
84.47,44.42,41.03,23.82,80.05,6.23,155.23,jute
125.99,37.39,16.37,19.83,78.53,6.46,81.58,cotton
28.16,34.27,22.11,22.07,53.47,7.94,31.04,mothbeans
81.9,15.94,47.58,29.76,87.0,6.58,57.55,watermelon
95.32,78.62,43.73,29.46,81.84,6.03,121.17,banana
33.72,72.74,28.4,21.63,34.34,5.71,170.11,pigeonpeas
83.2,57.98,0.0,29.27,63.88,6.85,53.8,maize
15.47,108.35,209.57,29.23,84.65,6.1,76.14,grapes
22.11,30.41,32.3,34.25,51.89,5.61,76.68,mango
80.9,71.63,38.08,24.6,81.83,5.82,280.71,rice
20.56,131.82,187.7,18.21,91.52,6.03,129.49,apple
89.99,59.58,52.05,25.45,76.8,5.65,139.9,banana
126.5,31.38,25.62,26.77,54.38,6.49,106.4,coffee
20.64,49.83,15.98,31.52,41.24,7.09,73.64,mothbeans
29.09,157.93,201.6,18.86,91.08,6.06,114.12,apple
18.24,51.89,24.12,25.48,85.41,5.69,69.63,mungbean
136.09,45.37,20.37,24.68,95.93,7.44,94.02,cotton
13.26,12.88,33.87,25.29,94.79,6.0,170.32,coconut
101.49,78.1,55.16,25.69,77.56,5.64,132.06,banana
118.41,49.0,8.12,23.73,82.82,6.83,67.32,cotton
27.78,134.37,217.49,20.95,90.7,6.23,88.66,apple
20.71,6.22,42.76,24.15,89.68,7.45,125.2,pomegranate
85.55,28.88,33.56,26.26,57.53,6.7,171.29,coffee
26.2,60.73,87.62,21.86,18.57,7.66,90.32,chickpea
12.08,14.15,0.0,20.23,91.75,7.23,105.97,orange
40.16,86.0,25.14,33.93,68.13,7.68,57.14,blackgram
103.31,47.44,15.12,25.64,80.7,6.45,81.62,cotton
39.64,50.85,90.65,16.8,11.95,7.4,102.97,chickpea
63.94,51.82,37.77,25.43,84.37,6.36,201.13,rice
94.02,54.51,43.02,25.31,81.28,7.17,205.59,jute
79.7,73.67,43.63,33.04,94.26,7.01,156.06,papaya
17.83,70.17,18.0,26.63,42.71,4.89,162.86,pigeonpeas
106.64,31.64,32.96,25.91,79.61,6.77,183.41,coffee
102.11,11.67,54.76,23.16,83.38,6.62,46.55,watermelon
32.01,62.17,69.47,19.37,24.12,7.46,74.95,chickpea
91.62,37.73,39.4,17.52,76.88,6.27,185.09,rice
19.91,22.16,11.75,20.31,85.02,6.91,125.42,orange
46.54,76.72,18.92,27.2,52.53,7.51,74.36,blackgram
123.09,72.72,62.43,27.71,72.76,6.22,102.65,banana
101.32,25.38,37.48,23.2,89.11,6.67,47.7,watermelon
28.01,51.39,29.02,25.68,45.88,5.42,138.48,pigeonpeas
108.59,44.25,20.79,24.72,79.93,6.67,40.73,cotton
66.47,49.29,34.93,23.38,76.24,6.67,198.59,jute
122.32,33.99,24.54,24.62,58.28,6.84,182.91,coffee
17.64,54.56,8.52,29.98,80.18,6.85,44.28,mungbean
80.38,78.55,50.44,23.33,85.55,5.97,112.63,banana
25.35,55.46,23.08,26.62,89.54,6.0,63.81,mungbean
76.22,60.68,46.98,24.69,82.86,6.54,175.85,jute
17.06,133.18,215.16,22.66,78.47,5.28,77.2,grapes
19.77,31.91,36.64,31.83,42.29,4.83,59.86,mango
83.9,20.18,68.58,30.12,96.24,6.49,34.68,muskmelon
17.97,127.87,209.46,24.14,91.73,6.17,96.85,apple
140.3,46.4,16.0,24.72,82.09,6.93,83.57,cotton
94.91,22.11,55.87,29.13,80.05,6.33,56.38,watermelon
108.24,31.79,32.84,25.2,63.58,5.83,162.78,coffee
17.87,66.96,17.72,26.91,68.35,7.01,26.94,lentil
17.38,15.62,3.35,24.58,83.7,8.09,132.53,orange
94.58,59.87,25.11,19.57,78.07,5.73,94.08,maize
43.89,50.68,46.07,37.35,90.8,7.06,135.6,papaya
17.57,20.8,43.12,17.76,93.99,7.08,85.4,pomegranate
66.79,45.9,53.85,35.96,94.28,7.03,159.69,papaya
15.67,27.83,34.99,32.6,38.61,6.76,82.18,mango
20.21,67.82,13.14,23.86,55.14,7.6,25.66,lentil
61.12,63.64,40.66,32.72,98.05,6.74,136.82,papaya
105.23,58.08,21.47,25.22,75.51,5.72,69.54,cotton
24.73,63.16,18.72,23.95,70.47,7.2,42.7,lentil
123.09,33.33,27.0,18.36,84.17,7.27,71.35,cotton
18.98,8.46,36.01,18.29,93.24,6.47,82.29,pomegranate
27.14,15.93,25.81,25.46,92.45,5.19,149.91,coconut
72.56,36.8,9.64,26.48,61.26,6.47,83.59,maize
76.4,43.25,47.11,24.89,80.2,6.98,191.76,rice
62.83,49.61,48.17,25.08,80.85,7.17,136.39,jute
30.56,57.58,20.31,28.69,63.74,6.93,68.08,mothbeans
14.35,33.73,34.83,32.95,50.07,5.09,114.56,mango
24.29,138.11,209.29,22.87,79.38,6.63,62.54,grapes
125.52,57.76,12.29,24.04,74.66,6.88,75.48,cotton
7.18,21.27,28.03,24.34,96.82,5.89,205.4,coconut
52.35,34.52,25.95,23.51,63.53,6.31,95.43,maize
100.48,19.22,53.47,26.49,88.63,7.4,20.16,muskmelon
101.41,6.49,44.61,26.28,90.36,6.63,23.93,muskmelon
28.34,16.94,12.5,26.11,90.08,7.44,114.13,orange
31.81,56.86,19.62,28.73,50.06,7.61,45.99,mothbeans
25.68,52.15,24.92,28.97,81.8,7.12,27.64,mungbean
117.83,64.17,28.09,25.82,83.98,7.18,103.18,cotton
21.45,11.69,8.57,17.42,91.42,6.88,114.49,orange
16.98,25.97,34.29,33.56,54.56,5.85,124.96,mango
87.47,61.51,49.59,28.31,78.16,6.84,242.33,rice
95.59,53.44,17.04,25.32,42.21,6.87,32.81,maize
27.76,66.51,11.57,26.79,65.04,6.55,147.52,pigeonpeas
22.15,35.01,25.82,33.28,45.77,6.19,65.82,mango
40.21,70.09,96.02,19.72,29.01,7.58,44.78,chickpea
82.05,25.09,28.02,28.11,65.4,7.26,180.5,coffee
26.82,12.67,4.28,21.79,90.96,6.66,108.8,orange
14.0,21.87,22.76,29.23,27.2,6.07,136.08,mango
19.38,125.86,182.62,18.55,79.94,6.45,88.84,grapes
67.41,43.91,43.31,25.95,79.6,6.31,190.75,rice
86.84,67.93,47.8,26.75,80.41,5.75,117.66,banana
69.6,37.47,38.75,23.94,82.39,6.68,190.69,jute
93.58,81.9,38.66,29.06,72.82,6.17,98.47,banana
11.77,49.48,17.66,27.63,47.03,5.55,112.17,pigeonpeas
14.83,18.65,15.42,20.5,93.6,6.59,146.69,orange
56.95,60.77,80.95,16.77,10.0,6.99,79.26,chickpea
109.7,13.64,52.69,20.3,87.04,7.48,30.08,watermelon
18.45,57.18,16.58,24.25,72.28,6.81,27.86,lentil
62.76,56.57,36.32,24.32,85.8,6.25,156.83,jute
19.86,76.72,11.49,19.4,77.64,6.59,63.04,lentil
22.13,118.75,210.56,21.78,91.66,6.26,118.02,apple
116.55,33.11,28.1,27.7,65.31,6.88,166.01,coffee
14.4,49.77,27.17,26.21,97.59,6.44,48.49,mungbean
23.17,72.51,22.04,21.17,13.04,6.22,128.39,kidneybeans
79.76,36.1,41.72,21.04,82.77,6.99,208.98,jute
55.52,51.2,50.94,32.29,94.51,6.64,143.53,papaya
33.88,70.62,67.56,19.33,15.83,7.2,77.43,chickpea
21.23,16.09,9.92,19.86,90.37,7.17,89.22,orange
87.11,23.65,36.6,22.58,93.39,6.28,25.28,watermelon
95.68,19.17,51.73,27.29,90.68,5.95,34.88,muskmelon
68.62,51.96,23.95,23.78,60.6,5.96,84.23,maize
116.22,39.13,26.59,19.26,77.34,7.23,74.12,cotton
29.81,77.61,23.19,28.45,65.61,5.8,102.73,pigeonpeas
117.35,56.27,12.75,27.27,84.51,6.87,77.03,cotton
22.45,18.44,41.06,28.12,95.2,6.0,162.91,coconut
11.44,49.86,14.93,29.66,84.8,5.9,54.31,mungbean
19.52,70.33,14.69,22.24,66.84,6.33,51.25,lentil
83.09,26.09,21.41,30.65,44.77,6.8,188.58,coffee
16.8,52.94,27.78,24.68,49.34,6.71,22.08,mothbeans
93.85,34.09,48.95,24.49,75.41,6.6,156.94,jute
108.2,42.84,6.68,25.89,84.1,6.9,49.45,cotton
24.98,25.09,39.6,19.93,94.91,5.67,116.77,pomegranate
27.73,69.08,12.24,24.87,41.93,5.75,167.03,pigeonpeas
21.4,23.4,34.05,23.74,88.69,5.87,144.68,coconut
40.88,68.9,40.75,30.78,93.1,7.34,136.19,papaya
89.59,51.48,28.08,25.55,76.91,7.14,138.87,jute
32.46,40.24,30.48,23.33,59.89,5.53,78.97,mango
77.63,69.42,33.82,24.31,65.3,6.36,103.41,maize
76.17,42.47,44.58,24.91,74.72,5.93,146.78,jute
116.3,38.0,11.08,19.81,79.34,6.73,66.48,cotton
102.23,22.75,37.41,26.22,87.9,5.47,56.98,watermelon
35.66,75.14,22.89,28.47,51.94,4.64,138.84,pigeonpeas
101.22,14.62,34.39,23.89,40.74,6.47,145.75,coffee
15.08,14.7,38.11,21.8,92.86,6.37,108.32,pomegranate
111.51,23.47,33.02,25.55,57.55,6.6,144.05,coffee
16.9,47.56,18.14,31.44,67.97,6.69,46.41,mungbean
38.78,44.49,49.3,32.53,90.75,6.67,117.43,papaya
109.29,24.62,27.58,26.3,77.87,6.75,46.92,watermelon
43.95,50.31,26.35,26.31,55.72,6.06,120.67,pigeonpeas
99.95,24.17,36.08,22.6,82.24,6.31,56.1,watermelon
75.38,40.44,24.29,20.3,65.23,6.3,117.58,maize
20.5,24.51,39.01,33.82,56.28,5.64,134.71,mango
21.68,104.17,189.19,25.23,83.64,6.61,67.83,grapes
14.31,61.24,19.45,25.34,90.99,6.56,59.39,mungbean
91.87,48.6,14.82,25.09,68.15,6.75,104.06,maize
32.61,50.73,31.14,32.76,58.77,7.24,74.26,blackgram
18.53,116.54,210.66,22.29,89.52,5.74,138.17,apple
113.43,41.27,9.58,24.68,80.74,6.29,89.07,cotton
14.16,14.84,32.07,22.23,92.67,5.59,98.9,pomegranate
105.39,54.78,16.1,29.47,60.15,6.67,93.98,maize
21.09,5.1,9.77,16.96,88.38,6.93,129.14,orange
17.17,50.71,30.72,23.82,59.01,7.11,63.51,lentil
21.04,21.06,29.92,31.69,94.4,6.32,195.13,coconut
33.46,61.04,92.74,12.59,31.69,7.83,84.46,chickpea
31.33,60.42,75.96,14.96,11.9,7.06,97.49,chickpea
40.62,57.72,17.86,24.51,75.91,6.95,60.67,blackgram
22.47,93.93,22.1,22.98,47.05,4.73,146.78,pigeonpeas
99.31,42.29,13.34,24.41,60.58,6.62,91.09,maize
20.99,103.67,206.81,21.34,79.5,5.45,80.98,grapes
33.56,76.28,79.57,19.81,23.64,7.55,90.77,chickpea
81.12,17.73,59.29,27.63,87.48,6.74,41.86,muskmelon
15.73,97.27,13.03,21.24,60.48,7.02,38.95,lentil
47.39,73.15,69.65,22.26,13.32,7.7,87.35,chickpea
104.51,21.59,47.52,26.69,88.77,6.54,14.6,muskmelon
53.13,48.57,52.95,32.23,93.3,6.68,146.86,papaya
12.23,15.67,1.1,23.01,93.36,7.67,107.09,orange
40.78,71.0,20.21,25.91,65.37,6.56,69.22,blackgram
37.99,71.74,29.58,32.2,83.02,6.37,132.73,papaya
101.27,44.19,31.87,26.29,61.5,6.69,192.35,coffee
24.05,23.29,25.23,26.86,51.23,5.76,117.72,mango
15.24,28.54,17.23,26.48,91.01,7.97,115.53,orange
105.31,18.22,40.46,27.21,90.89,5.69,15.19,muskmelon
27.05,73.12,13.9,19.27,20.76,5.63,111.68,kidneybeans
20.24,126.41,222.17,19.55,78.99,6.76,71.97,grapes
36.9,55.13,56.03,36.65,93.25,7.17,138.87,papaya
20.44,72.86,13.01,28.87,80.93,7.1,69.86,lentil
22.89,146.73,209.79,19.96,88.74,5.62,127.64,apple
16.38,55.81,20.01,29.19,79.25,6.41,41.12,mungbean
91.51,42.31,45.43,23.07,79.67,6.52,158.47,rice
14.83,63.1,21.36,29.91,80.07,6.09,39.46,mungbean
8.12,10.84,19.77,23.83,97.75,7.33,98.87,orange
27.08,141.61,199.89,24.65,83.18,6.2,42.62,grapes
72.41,42.15,47.22,23.9,81.11,6.76,148.23,jute
22.64,126.79,211.83,21.58,89.64,5.99,142.45,apple
26.99,14.86,32.39,29.29,96.37,6.21,146.27,coconut
18.38,18.66,38.11,35.2,49.67,6.88,96.83,mango
93.05,23.86,19.22,26.14,45.03,6.5,174.71,coffee
15.93,14.49,13.37,22.55,93.83,6.91,104.87,orange
118.66,57.08,14.38,21.34,73.54,6.43,91.91,cotton
22.03,44.74,28.33,29.91,94.7,6.0,47.48,mungbean
23.33,30.09,14.13,36.27,83.17,7.07,38.24,mungbean
26.13,117.76,182.69,25.49,84.54,6.2,39.79,grapes
19.02,63.42,16.11,22.23,19.91,5.38,131.43,kidneybeans
22.73,43.97,18.69,30.3,78.76,7.67,20.68,mungbean
106.42,26.93,50.99,27.57,91.22,6.45,16.72,muskmelon
88.67,20.47,70.58,29.0,86.03,6.26,26.22,muskmelon
43.09,60.44,17.59,26.18,73.95,6.95,89.79,blackgram
23.9,116.3,204.61,23.85,84.5,5.89,65.39,grapes
51.73,40.74,53.64,34.55,91.77,7.65,127.93,papaya
13.82,17.24,34.54,23.09,88.5,5.62,116.83,pomegranate
101.99,15.04,46.57,19.89,83.76,6.26,37.26,watermelon
110.21,19.52,68.45,25.97,94.47,5.88,26.57,muskmelon
88.71,15.08,54.45,32.11,93.82,6.59,30.31,muskmelon
93.04,12.23,52.9,25.65,89.02,6.86,44.01,muskmelon
84.66,53.88,42.28,23.33,79.27,7.08,140.42,jute
28.63,141.06,190.52,22.06,89.32,5.83,104.68,apple
18.81,23.55,0.0,23.53,94.15,7.46,109.03,orange
100.45,22.22,54.67,23.69,77.96,6.64,22.62,watermelon
120.67,21.15,33.0,22.5,58.75,7.1,154.64,coffee
105.0,26.45,20.63,24.06,48.83,6.53,160.83,coffee
21.52,18.96,15.04,27.59,92.37,7.44,104.73,orange
96.53,70.08,69.44,25.48,82.65,6.43,93.89,banana
46.9,77.88,23.15,29.82,57.01,7.1,60.0,blackgram
22.07,93.49,193.6,23.53,90.83,5.71,97.38,apple
34.24,13.98,29.89,25.46,92.11,6.81,198.51,coconut
48.32,61.39,39.03,36.19,91.96,6.81,130.57,papaya
28.25,31.84,12.34,28.99,57.56,5.88,74.52,mango
106.0,104.89,32.37,28.56,76.35,5.89,100.04,banana
19.8,44.73,13.74,24.48,57.64,6.47,56.33,mothbeans
21.51,0.83,11.2,17.03,93.94,7.59,96.11,orange
56.44,61.27,49.38,35.59,93.21,6.36,127.98,papaya
120.05,52.97,13.36,24.52,86.59,7.13,81.16,cotton
81.6,44.45,55.04,18.7,87.46,7.02,152.06,rice
51.68,85.96,50.34,23.64,81.24,6.14,116.79,banana
30.84,42.03,5.66,26.76,62.13,7.12,58.56,mothbeans
26.31,90.02,16.86,24.33,61.67,6.9,68.99,lentil
120.74,19.9,30.07,30.43,95.27,6.26,32.17,muskmelon
11.76,13.08,49.24,25.06,97.44,5.67,187.73,coconut
113.11,82.78,51.83,25.33,73.13,6.02,123.1,banana
41.81,54.03,83.0,17.05,13.36,7.59,104.77,chickpea
0.76,64.03,21.45,16.55,23.32,5.6,140.11,kidneybeans
23.47,68.94,18.02,21.39,65.58,7.27,28.85,lentil
24.84,75.75,16.1,16.39,14.75,5.46,97.96,kidneybeans
91.08,28.45,26.24,23.54,54.73,6.52,177.09,coffee
106.75,80.96,67.75,24.04,80.56,5.93,121.27,banana
88.69,14.65,61.99,27.46,86.39,6.37,24.21,muskmelon
22.41,24.52,42.0,13.52,88.0,7.12,91.85,pomegranate
20.42,143.35,191.86,21.15,88.06,6.0,117.88,apple
28.76,14.8,35.61,26.61,94.1,5.71,170.46,coconut
14.13,71.67,14.56,26.59,66.21,7.05,34.26,lentil
61.76,46.28,55.7,29.11,91.73,7.14,131.21,papaya
24.48,52.75,15.23,29.27,65.8,5.47,60.05,mothbeans
28.92,76.76,27.4,27.11,62.78,6.58,64.95,blackgram
19.09,24.69,25.15,24.32,98.58,6.38,185.8,coconut
29.53,72.37,90.86,21.16,20.98,6.92,51.56,chickpea
70.53,59.28,47.79,26.23,87.32,7.59,170.62,jute
53.19,42.41,56.07,30.78,96.68,6.68,113.84,papaya
18.04,52.94,20.09,22.71,15.55,6.46,115.22,kidneybeans
20.07,69.15,29.47,30.94,56.69,5.53,114.43,pigeonpeas
18.28,14.25,9.28,19.86,90.92,7.81,96.31,orange
23.74,82.54,25.12,21.24,23.78,5.72,116.16,kidneybeans
15.9,151.45,216.21,20.23,94.02,5.43,134.06,apple
10.82,26.27,24.55,32.21,37.06,5.97,82.4,mango
90.49,12.9,59.27,30.45,94.85,6.61,25.93,muskmelon
66.99,58.36,41.12,24.35,84.47,6.25,169.37,jute
14.71,27.54,36.99,32.85,50.27,5.62,113.95,mango
94.43,15.12,45.51,23.53,71.27,6.7,32.32,watermelon
72.29,36.41,39.37,25.91,77.07,6.65,213.79,rice
80.3,64.06,41.48,23.58,78.87,6.25,206.4,jute
16.89,37.31,28.86,30.83,32.27,5.7,111.73,mango
26.56,55.59,19.33,23.78,44.12,5.55,130.89,pigeonpeas
29.24,60.42,25.13,16.72,26.34,5.79,116.07,kidneybeans
44.28,49.98,15.63,28.01,78.4,6.96,34.98,blackgram
36.46,54.68,24.71,34.07,78.36,7.71,65.04,blackgram
101.32,77.6,44.71,24.85,78.27,4.84,90.28,banana
19.38,64.28,10.13,24.77,80.14,6.46,34.4,lentil
24.27,56.71,11.88,15.43,27.68,5.39,135.67,kidneybeans
119.71,72.51,60.61,26.13,87.01,5.72,88.19,banana
22.86,109.73,195.5,20.99,82.51,5.82,72.65,grapes
31.64,55.03,25.36,30.57,66.3,5.55,178.49,pigeonpeas
6.49,77.74,20.79,21.68,80.19,6.94,30.46,lentil
22.22,14.53,39.54,20.82,93.31,5.76,106.97,pomegranate
121.36,52.67,24.04,22.14,80.96,7.48,75.85,cotton
55.01,63.77,76.49,22.98,18.78,7.53,123.3,chickpea
66.69,47.36,22.63,23.96,68.38,7.11,98.61,maize
21.0,143.92,190.06,20.32,89.97,5.67,125.23,apple
